"CO_ANO";"CO_MES";"CO_NCM";"SG_UF_NCM";"VL_FOB"
2024;5;"84833029";"SC";3397
2024;3;"84186940";"SC";200
2024;5;"40169990";"SC";29
2024;3;"60041032";"SC";11751
2024;3;"84813000";"SC";381
2024;4;"85176262";"SC";999
2024;4;"85042100";"SC";9200
2024;3;"61169300";"SC";3302
2024;3;"44219900";"SC";7743
2024;3;"85015110";"SC";289
2024;5;"62044400";"SC";71
2024;2;"16023230";"SC";25355
2024;5;"02071400";"SC";98398
2024;5;"61082100";"SC";1424
2024;5;"39232190";"SC";55010
2024;3;"07102100";"SC";66
2024;4;"02109911";"SC";71757
2024;5;"44123900";"SC";41822
2024;1;"15171000";"SC";29
2024;2;"73089090";"SC";18643
2024;3;"94017900";"SC";169
2024;4;"02064900";"SC";157416
2024;1;"84833029";"SC";745
2024;2;"07049000";"SC";83
2024;4;"28030019";"SC";3156
2024;5;"07103000";"SC";30
2024;3;"87141000";"SC";1269
2024;3;"85122011";"SC";116
2024;4;"84678900";"SC";6382
2024;5;"17011400";"SC";10
2024;5;"44189900";"SC";22321
2024;4;"62029000";"SC";227
2024;1;"39232190";"SC";187446
2024;5;"22029900";"SC";25
2024;3;"73181600";"SC";51
2024;3;"85119000";"SC";3830
2024;3;"02074500";"SC";1729
2024;4;"07051100";"SC";38
2024;5;"94036000";"SC";30
2024;1;"85049040";"SC";44
2024;2;"84139190";"SC";398
2024;4;"49111090";"SC";12
2024;1;"85176234";"SC";63987
2024;1;"61112000";"SC";4865
2024;3;"40069000";"SC";1344
2024;2;"10063011";"SC";387
2024;1;"85043400";"SC";61049
2024;2;"29239090";"SC";11616
2024;2;"84143011";"SC";13805
2024;5;"85365090";"SC";3017
2024;2;"84213910";"SC";243
2024;4;"90328911";"SC";4596
2024;5;"02032900";"SC";11846
2024;5;"85371090";"SC";1071
2024;3;"07099300";"SC";73
2024;5;"02102000";"SC";1288
2024;4;"87083090";"SC";42053
2024;2;"58071000";"SC";5904
2024;4;"39202019";"SC";27693
2024;4;"07102200";"SC";109
2024;4;"84818019";"SC";840416
2024;5;"40129090";"SC";2375
2024;5;"87141000";"SC";38501
2024;5;"52071000";"SC";13557
2024;3;"62046200";"SC";82
2024;5;"85014019";"SC";589
2024;2;"85444200";"SC";935
2024;5;"16042010";"SC";94
2024;4;"85369090";"SC";654
2024;5;"61044400";"SC";240
2024;4;"85015210";"SC";798710
2024;5;"16023230";"SC";2294
2024;1;"61046200";"SC";11240
2024;3;"73269090";"SC";2511
2024;1;"85014019";"SC";8203
2024;1;"02032900";"SC";1202502
2024;1;"09109900";"SC";9
2024;2;"07109000";"SC";13
2024;1;"09042100";"SC";43
2024;1;"84314929";"SC";7852
2024;2;"52071000";"SC";470
2024;3;"44219100";"SC";6
2024;2;"20057000";"SC";19
2024;3;"52063200";"SC";4
2024;2;"60041034";"SC";7064
2024;4;"02072700";"SC";220966
2024;2;"85114000";"SC";2923
2024;1;"84253990";"SC";1424
2024;4;"69073000";"SC";420
2024;5;"15099090";"SC";8
2024;3;"61071100";"SC";343
2024;1;"95062900";"SC";1002
2024;3;"40169300";"SC";1438
2024;2;"56090090";"SC";3637
2024;2;"21039091";"SC";595
2024;4;"61071100";"SC";91
2024;2;"20041000";"SC";74
2024;3;"84145910";"SC";2945
2024;4;"39269090";"SC";1203
2024;1;"61046200";"SC";309
2024;4;"73071990";"SC";165
2024;5;"39051200";"SC";2000
2024;5;"85472090";"SC";1478
2024;3;"85363090";"SC";170
2024;3;"61044400";"SC";1428
2024;1;"52053100";"SC";39467
2024;3;"94035000";"SC";74842
2024;5;"07099990";"SC";214
2024;2;"22030000";"SC";1433
2024;4;"76169900";"SC";306
2024;3;"49089000";"SC";2
2024;2;"61091000";"SC";26
2024;1;"73182200";"SC";1
2024;3;"90328911";"SC";645
2024;3;"20029000";"SC";53
2024;4;"85364900";"SC";22
2024;5;"87085099";"SC";342
2024;3;"84335200";"SC";209
2024;3;"62063000";"SC";4
2024;2;"21033021";"SC";5
2024;4;"62024000";"SC";319
2024;3;"39269022";"SC";25249
2024;1;"08011200";"SC";13
2024;1;"20019000";"SC";3
2024;2;"90328911";"SC";21093
2024;1;"20079990";"SC";24
2024;5;"02071220";"SC";2690704
2024;4;"16023220";"SC";28741
2024;4;"83024200";"SC";5
2024;1;"85030090";"SC";265
2024;5;"21050010";"SC";114
2024;5;"84361000";"SC";49960
2024;2;"08062000";"SC";13
2024;2;"61082100";"SC";1671
2024;5;"85389090";"SC";969
2024;5;"35069190";"SC";3200
2024;4;"08071100";"SC";133
2024;5;"02071400";"SC";38231
2024;2;"64039990";"SC";934
2024;1;"84329000";"SC";3224
2024;5;"48181000";"SC";10194
2024;5;"94034000";"SC";13973
2024;5;"44071100";"SC";213885
2024;4;"84733049";"SC";2067
2024;2;"96170010";"SC";118
2024;1;"82019000";"SC";152
2024;5;"84832000";"SC";2835
2024;3;"73199000";"SC";1009
2024;3;"20089710";"SC";24
2024;3;"02064100";"SC";117413
2024;4;"38089199";"SC";10065
2024;5;"39269090";"SC";315
2024;4;"21023000";"SC";8
2024;2;"44111310";"SC";7760
2024;5;"85168010";"SC";6231
2024;3;"82083000";"SC";202
2024;2;"02022090";"SC";134
2024;4;"84099999";"SC";2131
2024;2;"94019900";"SC";1602
2024;2;"84879000";"SC";4
2024;4;"16023210";"SC";68389
2024;4;"07096000";"SC";24
2024;2;"85364900";"SC";19793
2024;1;"48181000";"SC";53
2024;1;"07061000";"SC";271
2024;1;"61044900";"SC";228
2024;3;"85361000";"SC";189
2024;1;"84842000";"SC";1005
2024;4;"85015310";"SC";10508
2024;4;"44189900";"SC";23800
2024;3;"02071400";"SC";31988
2024;5;"61099000";"SC";1543
2024;3;"85389090";"SC";22
2024;3;"40169300";"SC";159
2024;3;"85334011";"SC";14
2024;2;"61062000";"SC";2457
2024;5;"44111410";"SC";96286
2024;3;"90212900";"SC";31701
2024;5;"61091000";"SC";513
2024;1;"48051900";"SC";90164
2024;2;"48115128";"SC";2899
2024;4;"39172300";"SC";2193
2024;3;"11041200";"SC";9
2024;4;"08039000";"SC";50
2024;5;"48030090";"SC";24821
2024;1;"84139190";"SC";2589
2024;3;"62044200";"SC";28
2024;4;"03019991";"SC";362
2024;4;"84099914";"SC";3206
2024;2;"61142000";"SC";1105
2024;4;"19053100";"SC";1127
2024;3;"60019200";"SC";39382
2024;3;"84099959";"SC";4799363
2024;1;"85413029";"SC";71
2024;1;"48051900";"SC";302039
2024;5;"84818019";"SC";206
2024;1;"84145990";"SC";273
2024;5;"62063000";"SC";842
2024;5;"07099300";"SC";94
2024;1;"44123900";"SC";601561
2024;2;"84389000";"SC";103
2024;2;"35061090";"SC";55
2024;3;"49111090";"SC";18
2024;2;"49089000";"SC";58
2024;2;"84819090";"SC";18
2024;4;"78019900";"SC";150207
2024;4;"85014019";"SC";1507
2024;5;"34023100";"SC";2930
2024;2;"44013100";"SC";55682
2024;4;"40103100";"SC";200
2024;3;"61046900";"SC";6887
2024;3;"63026000";"SC";47408
2024;2;"94035000";"SC";153493
2024;5;"85441100";"SC";373373
2024;4;"40091100";"SC";42
2024;1;"19053100";"SC";109
2024;5;"02032900";"SC";459992
2024;5;"62093000";"SC";51
2024;3;"94044000";"SC";23885
2024;4;"63023200";"SC";516
2024;3;"84136011";"SC";88861
2024;1;"22083020";"SC";962
2024;4;"84143011";"SC";204454
2024;3;"44182900";"SC";176481
2024;1;"84818019";"SC";4721
2024;4;"62023000";"SC";384
2024;5;"08083000";"SC";132
2024;4;"73102190";"SC";84
2024;2;"85444200";"SC";281
2024;5;"85015110";"SC";2762
2024;1;"90328911";"SC";291331
2024;5;"62114300";"SC";130
2024;5;"30069200";"SC";33
2024;3;"16022000";"SC";4
2024;1;"90178090";"SC";730
2024;3;"73209000";"SC";21
2024;3;"07122000";"SC";81
2024;3;"69022010";"SC";21577
2024;3;"52071000";"SC";20052
2024;1;"48237000";"SC";1978
2024;2;"03074310";"SC";174
2024;5;"90039090";"SC";13473
2024;2;"69120000";"SC";6638
2024;5;"85287119";"SC";3600
2024;5;"85365090";"SC";1114
2024;3;"62072100";"SC";1275
2024;2;"62044400";"SC";8867
2024;4;"38140090";"SC";85938
2024;5;"63013000";"SC";44
2024;1;"28363000";"SC";15
2024;4;"21050010";"SC";96
2024;4;"16023220";"SC";81
2024;3;"68109900";"SC";1051
2024;4;"16023230";"SC";1424
2024;1;"39222000";"SC";664
2024;3;"19021100";"SC";74
2024;2;"08021200";"SC";41
2024;4;"48041100";"SC";12363
2024;4;"84385000";"SC";2498
2024;5;"61042200";"SC";395
2024;5;"94056100";"SC";18766
2024;3;"48181000";"SC";17945
2024;4;"83022000";"SC";116
2024;2;"48043110";"SC";367793
2024;5;"85444200";"SC";654
2024;5;"62122000";"SC";725
2024;2;"62064000";"SC";32193
2024;3;"61044200";"SC";128
2024;3;"61043900";"SC";60935
2024;4;"61034200";"SC";16
2024;4;"85072010";"SC";26374
2024;3;"85044050";"SC";444
2024;3;"39100012";"SC";408
2024;1;"94054200";"SC";2655
2024;2;"85340019";"SC";5
2024;5;"39232190";"SC";77446
2024;4;"39206100";"SC";396
2024;2;"40021911";"SC";16195
2024;2;"73181600";"SC";38
2024;3;"59113200";"SC";58767
2024;4;"84821010";"SC";2557
2024;2;"62059090";"SC";1565
2024;4;"82073000";"SC";2232
2024;4;"73182200";"SC";291
2024;4;"73269090";"SC";20
2024;2;"84368000";"SC";260251
2024;1;"85044050";"SC";45960
2024;2;"74198090";"SC";77
2024;3;"73181500";"SC";293
2024;4;"73201000";"SC";15479
2024;2;"83014000";"SC";628
2024;5;"84389000";"SC";4692
2024;4;"90230000";"SC";4362
2024;4;"42021210";"SC";45
2024;1;"39269090";"SC";242
2024;3;"94035000";"SC";23061
2024;4;"39269022";"SC";2016
2024;5;"44101110";"SC";59066
2024;4;"09012100";"SC";19
2024;4;"19049000";"SC";83
2024;2;"32081020";"SC";22858
2024;3;"30064012";"SC";62381
2024;3;"73181600";"SC";295
2024;3;"85015290";"SC";4302
2024;2;"84143011";"SC";30
2024;3;"29094924";"SC";1900
2024;5;"85015210";"SC";228719
2024;3;"44189900";"SC";28245
2024;4;"63053200";"SC";73285
2024;4;"44123900";"SC";16972
2024;4;"84212100";"SC";20229
2024;1;"11062000";"SC";56536
2024;5;"52084900";"SC";47
2024;1;"61051000";"SC";2709
2024;3;"85115010";"SC";2883
2024;2;"07089000";"SC";317
2024;1;"85441910";"SC";824
2024;4;"28276012";"SC";11571
2024;3;"68138110";"SC";1200
2024;3;"87085099";"SC";1073
2024;4;"08043000";"SC";15
2024;3;"61072100";"SC";4614
2024;1;"19059090";"SC";115
2024;1;"61044900";"SC";1
2024;1;"85049040";"SC";5131
2024;4;"61044300";"SC";78
2024;3;"39269090";"SC";25
2024;4;"59119000";"SC";229
2024;1;"69072200";"SC";5563
2024;5;"73269090";"SC";27636
2024;3;"69072300";"SC";707
2024;5;"84669200";"SC";5851
2024;5;"08052100";"SC";100
2024;3;"94016900";"SC";596
2024;1;"39232910";"SC";11
2024;3;"20052000";"SC";67
2024;3;"87079090";"SC";951100
2024;4;"04061090";"SC";42
2024;1;"32089010";"SC";8864
2024;1;"21023000";"SC";8
2024;2;"20052000";"SC";414
2024;4;"90328990";"SC";5968
2024;2;"08044000";"SC";32
2024;5;"84143011";"SC";540
2024;5;"73269090";"SC";1513
2024;3;"21032010";"SC";92
2024;5;"40101100";"SC";7383
2024;3;"84834090";"SC";1349
2024;1;"85389090";"SC";2876
2024;4;"44182900";"SC";29718
2024;1;"40169300";"SC";176
2024;3;"73182100";"SC";2
2024;3;"84839000";"SC";3519
2024;4;"94034000";"SC";2188
2024;2;"60041033";"SC";1
2024;3;"84361000";"SC";1620
2024;2;"39191010";"SC";72
2024;5;"72083700";"SC";2021
2024;1;"04051000";"SC";33
2024;3;"16010000";"SC";30541
2024;2;"63079090";"SC";8552
2024;1;"38140090";"SC";21951
2024;2;"08071900";"SC";698
2024;1;"94051190";"SC";37794
2024;2;"16023230";"SC";12270
2024;5;"40021110";"SC";2700
2024;1;"61072100";"SC";8243
2024;2;"85389090";"SC";200
2024;2;"85049040";"SC";1492
2024;4;"73069020";"SC";290
2024;1;"09109900";"SC";1
2024;3;"84123110";"SC";2003
2024;3;"85094090";"SC";1012
2024;3;"85149000";"SC";2328
2024;3;"85016200";"SC";5375
2024;5;"39249000";"SC";4776
2024;1;"84831020";"SC";2511
2024;2;"40103200";"SC";367
2024;3;"84212990";"SC";268
2024;1;"84313900";"SC";8529
2024;4;"84672992";"SC";28
2024;4;"11041900";"SC";89
2024;5;"90184999";"SC";732
2024;3;"95062900";"SC";1766
2024;4;"85364100";"SC";72227
2024;2;"32081030";"SC";11
2024;3;"85381000";"SC";516
2024;5;"08083000";"SC";103
2024;4;"30064012";"SC";19584
2024;3;"94016900";"SC";2048
2024;1;"90181980";"SC";6780
2024;2;"40082900";"SC";399
2024;4;"02071400";"SC";35138
2024;2;"44071100";"SC";191851
2024;3;"73181600";"SC";51
2024;1;"48102990";"SC";50577
2024;2;"04071100";"SC";191
2024;2;"38089999";"SC";17
2024;3;"02071400";"SC";310
2024;2;"85015110";"SC";34829
2024;1;"90278999";"SC";93350
2024;3;"85364900";"SC";2840
2024;5;"21031010";"SC";114
2024;1;"02071220";"SC";192156
2024;5;"84135010";"SC";57313
2024;3;"39269090";"SC";19
2024;3;"62043900";"SC";196
2024;3;"39199090";"SC";43
2024;3;"73182200";"SC";1669
2024;3;"84229090";"SC";1433
2024;5;"84819010";"SC";485
2024;5;"82082000";"SC";11902
2024;5;"61044300";"SC";725
2024;3;"19021100";"SC";14
2024;5;"85437099";"SC";120640
2024;5;"73181600";"SC";1605
2024;2;"84211210";"SC";1977
2024;2;"44182900";"SC";32665
2024;1;"62045200";"SC";282
2024;5;"61091000";"SC";35292
2024;1;"85043400";"SC";53300
2024;3;"84814000";"SC";316
2024;3;"21039091";"SC";41
2024;4;"85163100";"SC";180
2024;4;"34053000";"SC";8232
2024;3;"16023220";"SC";72569
2024;5;"62123000";"SC";1274
2024;4;"39209990";"SC";834
2024;2;"02064900";"SC";29009
2024;5;"85235110";"SC";7
2024;4;"49019900";"SC";2
2024;1;"12119010";"SC";8
2024;3;"61046300";"SC";7708
2024;2;"82075011";"SC";433
2024;3;"07019000";"SC";18
2024;2;"73182900";"SC";2
2024;1;"40023100";"SC";13545
2024;1;"07051100";"SC";15
2024;2;"10063021";"SC";67
2024;4;"73269090";"SC";860
2024;2;"56060000";"SC";1577
2024;3;"84212100";"SC";11064
2024;2;"85044010";"SC";15767
2024;5;"85167100";"SC";59
2024;3;"61072100";"SC";114
2024;5;"08039000";"SC";113022
2024;1;"61159500";"SC";39
2024;3;"40103900";"SC";3302
2024;3;"04012010";"SC";196
2024;5;"94036000";"SC";67751
2024;4;"22042100";"SC";34
2024;4;"20058000";"SC";5
2024;5;"84389000";"SC";1499
2024;3;"82055900";"SC";1559
2024;4;"48043190";"SC";620
2024;2;"11081200";"SC";2657
2024;2;"85030090";"SC";174
2024;5;"84122900";"SC";8934
2024;1;"62114200";"SC";2741
2024;1;"39123111";"SC";14414
2024;1;"84136090";"SC";9493
2024;5;"08039000";"SC";94
2024;1;"32149000";"SC";33236
2024;5;"40081100";"SC";447
2024;1;"02064900";"SC";51214
2024;3;"90318099";"SC";2309
2024;1;"85043300";"SC";111732
2024;3;"85364900";"SC";68
2024;1;"84879000";"SC";1850
2024;4;"16023230";"SC";25802
2024;2;"59039000";"SC";3222
2024;5;"35069110";"SC";1654
2024;4;"63041910";"SC";2364
2024;2;"19021900";"SC";81
2024;5;"39219090";"SC";83
2024;2;"76042100";"SC";62
2024;1;"30064012";"SC";1668
2024;4;"84137090";"SC";27066
2024;1;"84825010";"SC";976
2024;1;"85381000";"SC";756
2024;1;"85161000";"SC";1866
2024;2;"82089000";"SC";6
2024;1;"84385000";"SC";5788
2024;4;"07019000";"SC";110
2024;1;"90328982";"SC";290
2024;3;"85359090";"SC";412
2024;2;"08062000";"SC";11
2024;5;"85366990";"SC";3
2024;3;"87082919";"SC";613
2024;5;"85363090";"SC";2670
2024;3;"73182900";"SC";9
2024;3;"61159500";"SC";1054
2024;4;"84379000";"SC";4062
2024;5;"85044050";"SC";304280
2024;1;"61152990";"SC";3
2024;5;"84198920";"SC";364563
2024;2;"04032000";"SC";19
2024;5;"84099917";"SC";51561
2024;5;"20099000";"SC";67
2024;5;"40159000";"SC";13444
2024;4;"94035000";"SC";48962
2024;1;"84386000";"SC";22815
2024;4;"84099999";"SC";54113
2024;1;"84519090";"SC";5136
2024;2;"85016300";"SC";394010
2024;1;"44209000";"SC";1364
2024;2;"03034100";"SC";41
2024;2;"74182000";"SC";287
2024;3;"85014019";"SC";17418
2024;3;"61044400";"SC";120
2024;3;"84099912";"SC";99122
2024;5;"85352100";"SC";96364
2024;1;"40169300";"SC";93
2024;2;"61034200";"SC";14
2024;3;"02071400";"SC";359367
2024;3;"03038933";"SC";30155
2024;4;"84714100";"SC";5800
2024;5;"85044050";"SC";35802
2024;1;"84818021";"SC";209
2024;1;"07104000";"SC";6
2024;4;"85389090";"SC";608
2024;5;"90303100";"SC";163
2024;1;"61044300";"SC";181
2024;4;"85015110";"SC";321
2024;2;"32091010";"SC";112998
2024;4;"84834010";"SC";1088
2024;4;"84669420";"SC";465
2024;3;"52071000";"SC";2080
2024;2;"73269090";"SC";668
2024;2;"73141400";"SC";17000
2024;3;"44111410";"SC";19524
2024;4;"07052100";"SC";21
2024;2;"84139190";"SC";3178
2024;1;"87082999";"SC";200
2024;5;"61052000";"SC";90
2024;5;"84139190";"SC";151
2024;4;"94034000";"SC";28164
2024;1;"02032900";"SC";334
2024;4;"03035990";"SC";145
2024;3;"44111210";"SC";5160
2024;4;"04072100";"SC";57
2024;3;"73181500";"SC";180
2024;3;"68138190";"SC";1505
2024;4;"07051100";"SC";24
2024;4;"85452000";"SC";36
2024;4;"40169990";"SC";496
2024;2;"84842000";"SC";1946
2024;4;"30064012";"SC";22813
2024;3;"39174090";"SC";34
2024;5;"29159031";"SC";32
2024;2;"17019900";"SC";97
2024;5;"62064000";"SC";969
2024;5;"39264000";"SC";1740
2024;2;"85030090";"SC";52
2024;3;"39232190";"SC";4145
2024;2;"61112000";"SC";390
2024;3;"85072010";"SC";2401
2024;3;"02032900";"SC";2616003
2024;1;"84799090";"SC";2744
2024;1;"85044050";"SC";14024
2024;4;"13021999";"SC";161
2024;2;"56072900";"SC";286
2024;3;"39261000";"SC";5
2024;3;"94035000";"SC";16025
2024;1;"44039800";"SC";2300453
2024;5;"85015310";"SC";187927
2024;3;"07108000";"SC";33
2024;4;"10089090";"SC";46
2024;3;"56074900";"SC";100
2024;1;"02031900";"SC";232
2024;1;"90275090";"SC";3580
2024;4;"34053000";"SC";295
2024;4;"03035400";"SC";84
2024;2;"73182900";"SC";3013
2024;3;"42022210";"SC";71
2024;3;"62052000";"SC";860
2024;4;"73170090";"SC";640
2024;1;"69072200";"SC";414804
2024;2;"39201099";"SC";10931
2024;3;"44123900";"SC";39383
2024;5;"85015190";"SC";2138
2024;1;"59113200";"SC";272373
2024;2;"84186940";"SC";26000
2024;5;"84835090";"SC";274
2024;1;"03048100";"SC";87
2024;2;"85030090";"SC";13805
2024;2;"61112000";"SC";7673
2024;4;"85015310";"SC";11822
2024;1;"18063110";"SC";25
2024;1;"05119999";"SC";65613
2024;2;"84842000";"SC";6664
2024;2;"94038900";"SC";1048
2024;3;"18069000";"SC";5565
2024;3;"84842000";"SC";10683
2024;1;"85365090";"SC";6563
2024;2;"76161000";"SC";17
2024;2;"52079000";"SC";2
2024;3;"35069190";"SC";590
2024;4;"85030090";"SC";27
2024;3;"85318000";"SC";182
2024;3;"09109100";"SC";77
2024;3;"90308490";"SC";1816
2024;3;"02071400";"SC";79
2024;4;"02071400";"SC";132191
2024;4;"62063000";"SC";816
2024;5;"73181600";"SC";1
2024;1;"94039100";"SC";15
2024;1;"85322590";"SC";216
2024;3;"04012010";"SC";312
2024;3;"52085200";"SC";1001
2024;4;"65050031";"SC";9
2024;2;"21022000";"SC";27
2024;1;"84229090";"SC";17359
2024;3;"61091000";"SC";1448
2024;3;"87083090";"SC";64
2024;1;"72124010";"SC";8
2024;3;"32141010";"SC";27
2024;3;"20098913";"SC";91
2024;3;"18069000";"SC";41
2024;3;"07101000";"SC";18
2024;1;"69072100";"SC";10567
2024;3;"85176294";"SC";14
2024;4;"84139200";"SC";19690
2024;1;"84149033";"SC";130340
2024;4;"94036000";"SC";225
2024;5;"64039990";"SC";3450
2024;5;"56074900";"SC";400
2024;1;"48064000";"SC";45968
2024;3;"84136090";"SC";109100
2024;1;"84839000";"SC";239
2024;4;"08045020";"SC";55112
2024;1;"84362900";"SC";38597
2024;2;"73182900";"SC";73
2024;4;"32151100";"SC";3970
2024;3;"05040090";"SC";13593
2024;1;"19059010";"SC";400
2024;4;"03074310";"SC";249
2024;2;"21069090";"SC";7578
2024;2;"48025592";"SC";129
2024;4;"84821010";"SC";2879
2024;4;"27101911";"SC";5054
2024;4;"85044010";"SC";25
2024;2;"85334011";"SC";266
2024;2;"40169990";"SC";2205
2024;4;"70191500";"SC";30
2024;1;"73181500";"SC";212
2024;4;"85364900";"SC";24717
2024;5;"39222000";"SC";6804
2024;2;"21031010";"SC";23
2024;3;"44101110";"SC";16390
2024;1;"20087090";"SC";98
2024;4;"87083090";"SC";1011815
2024;3;"16022000";"SC";10
2024;4;"62042200";"SC";257
2024;5;"05040090";"SC";45474
2024;4;"84243010";"SC";45871
2024;5;"73269090";"SC";726
2024;5;"74081100";"SC";42334
2024;2;"38101020";"SC";39
2024;3;"85334011";"SC";945
2024;2;"15121911";"SC";119
2024;1;"07096000";"SC";20
2024;1;"11041200";"SC";8
2024;3;"94049000";"SC";10277
2024;1;"48194000";"SC";20263
2024;5;"85446000";"SC";1
2024;4;"29224990";"SC";1276
2024;2;"15092000";"SC";69
2024;3;"84145990";"SC";564
2024;4;"39201099";"SC";15701
2024;5;"62043900";"SC";58
2024;1;"69072300";"SC";218828
2024;1;"07099990";"SC";12
2024;2;"85311010";"SC";1553
2024;4;"84835010";"SC";11496
2024;1;"03061790";"SC";274
2024;3;"63022100";"SC";7408
2024;2;"85015110";"SC";222
2024;2;"02032900";"SC";2557480
2024;5;"90322000";"SC";1481
2024;5;"20029000";"SC";21
2024;4;"84879000";"SC";1312
2024;1;"73181500";"SC";21
2024;2;"85171100";"SC";8412
2024;4;"19021100";"SC";12
2024;3;"28030019";"SC";317
2024;5;"76081000";"SC";10
2024;2;"38229000";"SC";5281
2024;5;"44130000";"SC";31410
2024;4;"39181000";"SC";1647
2024;2;"61022000";"SC";3102
2024;4;"08052100";"SC";33
2024;1;"84362100";"SC";415
2024;3;"52083900";"SC";109
2024;1;"02071300";"SC";200
2024;2;"39235000";"SC";0
2024;4;"38089999";"SC";21
2024;4;"07049000";"SC";73
2024;1;"62089100";"SC";27387
2024;2;"85364100";"SC";13093
2024;5;"19053100";"SC";516
2024;3;"13021999";"SC";1092
2024;4;"85352100";"SC";8959
2024;1;"85369090";"SC";340
2024;3;"63025300";"SC";3364
2024;3;"20057000";"SC";27
2024;3;"02032900";"SC";91
2024;3;"33021000";"SC";2
2024;2;"94021000";"SC";3263
2024;2;"63023100";"SC";1973
2024;2;"21039091";"SC";24
2024;4;"62092000";"SC";261
2024;5;"85364900";"SC";50096
2024;4;"73101090";"SC";49
2024;4;"73202010";"SC";26
2024;5;"90328989";"SC";3973
2024;2;"04029900";"SC";30
2024;5;"02071400";"SC";34000
2024;2;"85369090";"SC";1437
2024;4;"07133290";"SC";38
2024;5;"02032900";"SC";516837
2024;5;"87085099";"SC";441305
2024;1;"24013000";"SC";15550
2024;5;"61124100";"SC";50919
2024;3;"44092200";"SC";53347
2024;1;"68030000";"SC";19721
2024;2;"40069000";"SC";837
2024;3;"84339090";"SC";21765
2024;2;"03046100";"SC";61
2024;2;"56031230";"SC";116
2024;4;"44182900";"SC";32341
2024;1;"85072010";"SC";287
2024;4;"84798940";"SC";496498
2024;3;"03035990";"SC";56
2024;1;"73269090";"SC";464
2024;3;"21032010";"SC";115
2024;1;"84145910";"SC";70
2024;4;"21069029";"SC";1
2024;3;"61091000";"SC";147
2024;3;"90291090";"SC";222
2024;2;"84362100";"SC";279581
2024;1;"52079000";"SC";0
2024;5;"84283300";"SC";87433
2024;5;"39052900";"SC";6262
2024;4;"85437099";"SC";2282
2024;1;"85044040";"SC";849
2024;3;"61103000";"SC";21765
2024;5;"82089000";"SC";15807
2024;5;"49089000";"SC";20
2024;4;"44182900";"SC";38686
2024;1;"02063000";"SC";38
2024;4;"85333990";"SC";515
2024;3;"48041100";"SC";2466
2024;4;"40094100";"SC";53
2024;4;"85365090";"SC";243
2024;2;"74153900";"SC";756
2024;3;"84879000";"SC";72
2024;3;"90183929";"SC";157
2024;2;"54024400";"SC";56665
2024;2;"04011010";"SC";2985
2024;3;"20098913";"SC";381
2024;5;"48219000";"SC";7701
2024;3;"94032090";"SC";4000
2024;5;"39023000";"SC";25440
2024;4;"44123900";"SC";428331
2024;5;"60041032";"SC";2182
2024;1;"84136019";"SC";11907
2024;5;"85365090";"SC";851
2024;2;"32141020";"SC";730
2024;4;"84834090";"SC";43473
2024;2;"85369090";"SC";10466
2024;3;"39174090";"SC";77145
2024;2;"07134090";"SC";28
2024;5;"84834090";"SC";16353
2024;1;"16023220";"SC";32571
2024;3;"65050019";"SC";8
2024;4;"40169990";"SC";310
2024;3;"94035000";"SC";25600
2024;1;"07142000";"SC";15
2024;5;"63079090";"SC";45000
2024;4;"55111000";"SC";13843
2024;5;"85444900";"SC";70
2024;2;"85176294";"SC";2926
2024;2;"44182900";"SC";31683
2024;5;"16023220";"SC";36744
2024;3;"83014000";"SC";2065
2024;3;"04032000";"SC";33
2024;3;"16023220";"SC";207771
2024;3;"08044000";"SC";23
2024;3;"22021000";"SC";1296
2024;3;"73202090";"SC";8
2024;3;"61032300";"SC";2974
2024;4;"85366990";"SC";15
2024;4;"84099190";"SC";2001
2024;1;"61159500";"SC";1146
2024;4;"74198090";"SC";16
2024;2;"61042200";"SC";57401
2024;3;"84099190";"SC";9430
2024;3;"59061000";"SC";5922
2024;4;"84249090";"SC";368
2024;2;"19021100";"SC";40
2024;2;"84149020";"SC";1541
2024;3;"84099120";"SC";559
2024;2;"84831020";"SC";308
2024;2;"94036000";"SC";6882
2024;3;"32089029";"SC";534
2024;2;"85389090";"SC";1413
2024;2;"39021020";"SC";2
2024;4;"04069010";"SC";28
2024;5;"96033000";"SC";2961
2024;2;"61044300";"SC";221
2024;4;"69072300";"SC";2285
2024;5;"44101129";"SC";62508
2024;4;"85016200";"SC";2692
2024;3;"20021000";"SC";10
2024;3;"84798912";"SC";20
2024;5;"94044000";"SC";26213
2024;2;"30064011";"SC";7090
2024;5;"61112000";"SC";4573
2024;4;"62046900";"SC";32
2024;1;"48051900";"SC";226249
2024;5;"03069500";"SC";623
2024;5;"85015210";"SC";813391
2024;5;"84799090";"SC";2080
2024;2;"73182900";"SC";10
2024;1;"84122190";"SC";1189
2024;2;"85030090";"SC";41
2024;3;"39269022";"SC";1803
2024;3;"61044200";"SC";225
2024;5;"39031900";"SC";35929
2024;5;"85030090";"SC";23894
2024;5;"85015210";"SC";238352
2024;2;"02013000";"SC";144
2024;2;"56022100";"SC";423
2024;2;"07133319";"SC";24
2024;4;"02071400";"SC";19152
2024;2;"02101200";"SC";102
2024;5;"85318000";"SC";191
2024;4;"84181000";"SC";644862
2024;4;"84819010";"SC";23770
2024;4;"34013000";"SC";95
2024;2;"85049040";"SC";961
2024;4;"85389090";"SC";1269
2024;4;"60063220";"SC";1194
