"CO_ANO";"CO_MES";"CO_NCM";"SG_UF_NCM";"VL_FOB"
2024;2;"84213990";"SC";1593
2024;3;"84145990";"SC";83
2024;5;"44182900";"SC";295482
2024;3;"61042200";"SC";155
2024;5;"64029990";"SC";688
2024;5;"85015210";"SC";12404
2024;3;"34025000";"SC";212
2024;3;"35030019";"SC";91940
2024;4;"09101100";"SC";79
2024;3;"84143011";"SC";14500
2024;4;"73063000";"SC";60652
2024;1;"19053100";"SC";58
2024;4;"84329000";"SC";330
2024;5;"73083000";"SC";6155
2024;3;"62063000";"SC";243
2024;3;"21031010";"SC";15
2024;2;"85015110";"SC";2792
2024;3;"03069500";"SC";106
2024;2;"02071220";"SC";68682
2024;5;"84099999";"SC";1210
2024;4;"08023200";"SC";15
2024;3;"21033021";"SC";18
2024;5;"23011090";"SC";88534
2024;1;"07093000";"SC";125
2024;5;"65050011";"SC";110
2024;1;"02071400";"SC";13615
2024;3;"84842000";"SC";4575
2024;2;"61051000";"SC";796
2024;5;"44219900";"SC";172587
2024;1;"85015310";"SC";6786
2024;3;"40169300";"SC";32
2024;2;"62032300";"SC";122
2024;3;"73072900";"SC";224
2024;2;"84749000";"SC";1680
2024;3;"35061090";"SC";22179
2024;1;"40169300";"SC";10
2024;2;"16023230";"SC";28145
2024;3;"40103900";"SC";563
2024;2;"90329010";"SC";2342
2024;4;"62045900";"SC";255
2024;2;"84186940";"SC";1050
2024;5;"55111000";"SC";13087
2024;3;"40169300";"SC";67
2024;2;"69072100";"SC";12725
2024;5;"04032000";"SC";112
2024;5;"84798999";"SC";21123
2024;1;"85291090";"SC";432
2024;5;"87089990";"SC";403
2024;2;"19059010";"SC";38
2024;1;"02031900";"SC";126
2024;3;"49089000";"SC";3
2024;2;"90303100";"SC";1666
2024;1;"84821010";"SC";36
2024;5;"72166110";"SC";21338
2024;5;"83026000";"SC";137
2024;4;"94016100";"SC";1235
2024;3;"19059090";"SC";228963
2024;3;"32081010";"SC";9936
2024;2;"40081900";"SC";128
2024;4;"73182900";"SC";455
2024;4;"84515090";"SC";5904
2024;3;"21050090";"SC";20
2024;4;"94035000";"SC";61795
2024;5;"84283200";"SC";77062
2024;3;"15119000";"SC";983
2024;1;"94016900";"SC";200683
2024;5;"07096000";"SC";25
2024;5;"84139190";"SC";551
2024;5;"84189900";"SC";18971
2024;5;"39191020";"SC";112
2024;4;"39173290";"SC";530
2024;1;"12074090";"SC";9
2024;4;"85369090";"SC";591
2024;4;"61013000";"SC";181
2024;3;"84148019";"SC";6992
2024;5;"84289090";"SC";263216
2024;4;"87089990";"SC";48209
2024;4;"84149031";"SC";144
2024;2;"62034200";"SC";275
2024;3;"04029900";"SC";16
2024;3;"84831090";"SC";81
2024;5;"02023000";"SC";884
2024;3;"20021000";"SC";58
2024;4;"39269090";"SC";1199
2024;5;"90303390";"SC";2817
2024;5;"62064000";"SC";878
2024;5;"23012010";"SC";43031
2024;4;"61112000";"SC";527
2024;5;"39069049";"SC";1930
2024;4;"69072300";"SC";73
2024;1;"94017900";"SC";32639
2024;3;"19059090";"SC";19
2024;2;"16041310";"SC";281
2024;2;"82089000";"SC";1803
2024;2;"85321000";"SC";29711
2024;4;"61082200";"SC";687
2024;3;"61143000";"SC";64
2024;1;"35069110";"SC";4015
2024;4;"62024000";"SC";55
2024;4;"61072200";"SC";361
2024;5;"85371090";"SC";3325
2024;1;"44170090";"SC";43904
2024;5;"42022900";"SC";24
2024;2;"55112000";"SC";591
2024;1;"03038990";"SC";190
2024;1;"61159600";"SC";629
2024;3;"84818092";"SC";40
2024;1;"40169990";"SC";861
2024;1;"02032900";"SC";297
2024;3;"39269090";"SC";104
2024;1;"48211000";"SC";33
2024;4;"22084000";"SC";53
2024;3;"90329099";"SC";17657
2024;3;"57050000";"SC";6277
2024;4;"85015310";"SC";39172
2024;2;"08044000";"SC";15
2024;4;"08081000";"SC";110
2024;4;"40129090";"SC";28140
2024;1;"84669319";"SC";1704
2024;5;"84149033";"SC";53120
2024;2;"02071400";"SC";261
2024;4;"39204390";"SC";14
2024;2;"90184999";"SC";1037
2024;3;"28363000";"SC";4
2024;5;"85015210";"SC";43023
2024;5;"10063021";"SC";150
2024;1;"02064900";"SC";34036
2024;4;"44219900";"SC";4771
2024;3;"73182100";"SC";219
2024;3;"85321000";"SC";3022
2024;1;"13021999";"SC";6858
2024;2;"02032900";"SC";88411
2024;4;"62044300";"SC";1191
2024;5;"62042300";"SC";5578
2024;1;"64022000";"SC";243
2024;3;"84149039";"SC";40
2024;5;"40169300";"SC";8067
2024;2;"02071220";"SC";175694
2024;5;"85014019";"SC";14535
2024;3;"61034200";"SC";2
2024;5;"44089090";"SC";40652
2024;5;"84819010";"SC";4079
2024;5;"85061039";"SC";391
2024;4;"61046200";"SC";4637
2024;1;"18063110";"SC";6
2024;2;"22042100";"SC";5
2024;5;"02071400";"SC";112043
2024;4;"19059090";"SC";518341
2024;1;"09109900";"SC";54
2024;4;"84669330";"SC";1596
2024;2;"40169300";"SC";308
2024;3;"44071100";"SC";347882
2024;1;"73182900";"SC";3
2024;2;"90229091";"SC";59091
2024;2;"62044200";"SC";1022
2024;5;"21023000";"SC";9
2024;1;"73239300";"SC";61
2024;4;"73182900";"SC";9799
2024;1;"39269090";"SC";20
2024;1;"61103000";"SC";1529
2024;1;"70191900";"SC";1702
2024;4;"59113100";"SC";76755
2024;2;"61103000";"SC";3
2024;3;"07132010";"SC";53
2024;1;"94055000";"SC";2
2024;2;"85015110";"SC";514
2024;3;"76072000";"SC";32
2024;1;"02071210";"SC";200
2024;5;"84143011";"SC";24515
2024;5;"61046200";"SC";56
2024;4;"85015310";"SC";20714
2024;1;"73181600";"SC";3652
2024;4;"84145910";"SC";847
2024;3;"84834090";"SC";556
2024;3;"85443000";"SC";1229482
2024;1;"48041100";"SC";48875
2024;2;"85045000";"SC";973
2024;2;"62014000";"SC";5252
2024;3;"85372090";"SC";64981
2024;2;"08071100";"SC";243
2024;1;"07096000";"SC";35
2024;2;"22030000";"SC";1932
2024;4;"34054000";"SC";1912
2024;5;"85437099";"SC";760
2024;5;"85176259";"SC";65582
2024;3;"10062020";"SC";519
2024;4;"44123900";"SC";33489
2024;5;"69072300";"SC";825
2024;5;"85015110";"SC";26344
2024;3;"21069090";"SC";359635
2024;3;"84385000";"SC";1693
2024;1;"85015310";"SC";28396
2024;3;"08039000";"SC";52
2024;2;"32089010";"SC";197
2024;4;"19053100";"SC";282730
2024;5;"32072099";"SC";18490
2024;5;"85163200";"SC";205
2024;5;"61044300";"SC";5875
2024;2;"02101200";"SC";72
2024;3;"60041032";"SC";31
2024;3;"85389090";"SC";36592
2024;5;"90261029";"SC";443
2024;3;"84136011";"SC";159
2024;1;"83062900";"SC";24698
2024;1;"87169090";"SC";730
2024;3;"90184999";"SC";21148
2024;3;"22090000";"SC";21
2024;4;"52082900";"SC";2388
2024;1;"61046900";"SC";8048
2024;1;"44039800";"SC";18421
2024;3;"84143011";"SC";245840
2024;3;"85423919";"SC";47136
2024;5;"08119000";"SC";16
2024;3;"03035400";"SC";46
2024;5;"04061090";"SC";60
2024;1;"85042200";"SC";17650
2024;1;"44089090";"SC";37653
2024;1;"63029300";"SC";834
2024;4;"84821010";"SC";97
2024;2;"62160000";"SC";219
2024;3;"76061190";"SC";2163
2024;1;"48062000";"SC";1258
2024;5;"39201099";"SC";19627
2024;2;"09041200";"SC";7
2024;5;"35069110";"SC";5513
2024;1;"90328911";"SC";4131
2024;3;"39249000";"SC";56
2024;1;"61034200";"SC";233
2024;5;"08072000";"SC";67
2024;2;"96034090";"SC";53
2024;4;"82055100";"SC";46
2024;4;"94032090";"SC";25156
2024;4;"39162000";"SC";18
2024;3;"07089000";"SC";165
2024;2;"61046200";"SC";172
2024;1;"85015110";"SC";2404
2024;4;"90261029";"SC";24
2024;5;"33061000";"SC";15
2024;2;"19059090";"SC";442
2024;3;"07129010";"SC";36
2024;4;"69072200";"SC";179
2024;3;"09061100";"SC";15
2024;3;"08011100";"SC";7
2024;2;"73182400";"SC";37
2024;2;"17011300";"SC";4
2024;4;"84835090";"SC";210
2024;2;"84145990";"SC";129
2024;5;"85444200";"SC";312
2024;4;"94052100";"SC";106
2024;1;"85444900";"SC";14043
2024;5;"90303100";"SC";1303
2024;3;"67029000";"SC";236
2024;4;"19022000";"SC";102
2024;3;"62043300";"SC";164
2024;2;"62069000";"SC";1
2024;4;"39269090";"SC";4019
2024;4;"94021000";"SC";1114
2024;4;"42029900";"SC";45
2024;5;"85016200";"SC";8378
2024;3;"21039011";"SC";36
2024;2;"44111410";"SC";16189
2024;2;"44182900";"SC";36741
2024;3;"84799090";"SC";1409
2024;2;"48043110";"SC";101424
2024;1;"02064900";"SC";1890
2024;5;"94036000";"SC";12919
2024;5;"62093000";"SC";284
2024;4;"63039200";"SC";4338
2024;4;"85015110";"SC";507
2024;3;"07115100";"SC";34
2024;5;"48194000";"SC";80976
2024;5;"94038900";"SC";5164
2024;4;"84812090";"SC";25992
2024;5;"03046100";"SC";85
2024;5;"84821010";"SC";6
2024;2;"84143011";"SC";556501
2024;2;"29221999";"SC";1850
2024;4;"90183119";"SC";90
2024;5;"81011000";"SC";63
2024;2;"69072300";"SC";54
2024;3;"39269090";"SC";10262
2024;1;"02064900";"SC";38655
2024;2;"85365090";"SC";2370
2024;2;"73182200";"SC";1795
2024;5;"85015210";"SC";14134
2024;1;"62044300";"SC";1078
2024;4;"61091000";"SC";1205
2024;2;"62043900";"SC";1639
2024;4;"87141000";"SC";16
2024;3;"65050019";"SC";4
2024;1;"07149000";"SC";4
2024;3;"84835090";"SC";202
2024;1;"84369900";"SC";4311
2024;3;"85437099";"SC";3521
2024;1;"84818095";"SC";13157
2024;3;"39241000";"SC";1307
2024;3;"20057000";"SC";70
2024;2;"24012030";"SC";773784
2024;3;"90184999";"SC";4219
2024;2;"85015110";"SC";9368
2024;1;"05040011";"SC";13891
2024;1;"25252000";"SC";9
2024;5;"44111310";"SC";18268
2024;2;"33021000";"SC";3387
2024;2;"20057000";"SC";13
2024;1;"62034900";"SC";364
2024;5;"04069020";"SC";173
2024;3;"85015110";"SC";878
2024;1;"84145990";"SC";950
2024;3;"84842000";"SC";11
2024;5;"64029190";"SC";180
2024;5;"21041011";"SC";15
2024;4;"85043111";"SC";134
2024;1;"10063019";"SC";24771
2024;1;"48042100";"SC";49758
2024;4;"85444200";"SC";5
2024;2;"94036000";"SC";40430
2024;3;"62034300";"SC";102
2024;5;"73069020";"SC";1460
2024;5;"86079900";"SC";19432
2024;4;"84835090";"SC";56141
2024;4;"42022900";"SC";400
2024;4;"84248910";"SC";56
2024;3;"85389090";"SC";789
2024;2;"60041012";"SC";3108
2024;2;"48089000";"SC";45471
2024;3;"16055300";"SC";100
2024;5;"55081000";"SC";20604
2024;5;"76042920";"SC";16800
2024;3;"76169900";"SC";6297
2024;1;"04063000";"SC";50
2024;5;"82054000";"SC";40
2024;4;"84834090";"SC";12563
2024;4;"85371090";"SC";2281
2024;1;"38030090";"SC";197089
2024;2;"85094010";"SC";125136
2024;5;"73209000";"SC";212
2024;4;"29241919";"SC";76
2024;1;"73269090";"SC";9272
2024;1;"62061000";"SC";874
2024;1;"21050010";"SC";8
2024;3;"15171000";"SC";27
2024;2;"96040000";"SC";1966
2024;2;"61034300";"SC";429
2024;5;"32129090";"SC";778
2024;3;"02031200";"SC";95
2024;3;"02022090";"SC";141
2024;4;"94042900";"SC";77490
2024;4;"07108000";"SC";66
2024;5;"64039190";"SC";17607
2024;2;"94032090";"SC";3
2024;1;"85176259";"SC";854
2024;3;"32149000";"SC";24660
2024;2;"20019000";"SC";21
2024;4;"20086010";"SC";14
2024;1;"22060090";"SC";61211
2024;5;"32129090";"SC";4092
2024;1;"85168010";"SC";871
2024;3;"48042100";"SC";32477
2024;4;"03038920";"SC";108
2024;3;"22030000";"SC";234
2024;4;"85444200";"SC";2627
2024;3;"84818094";"SC";1470
2024;5;"62101000";"SC";176
2024;5;"39232190";"SC";1127421
2024;3;"39073029";"SC";7305
2024;4;"02071400";"SC";243686
2024;2;"44071100";"SC";17602
2024;5;"62171000";"SC";7
2024;3;"16023220";"SC";42
2024;4;"05040011";"SC";32920
2024;3;"84283990";"SC";32883
2024;5;"27121000";"SC";272
2024;4;"85362000";"SC";3654
2024;3;"07032090";"SC";88
2024;2;"85044090";"SC";1598
2024;4;"28092019";"SC";1026
2024;2;"61045900";"SC";144
2024;5;"84139190";"SC";214
2024;2;"19059090";"SC";234
2024;4;"16010000";"SC";8354
2024;4;"07031019";"SC";322
2024;4;"73182900";"SC";533
2024;3;"15121110";"SC";209
2024;1;"85171830";"SC";1800
2024;4;"19019090";"SC";21
2024;4;"90173090";"SC";88630
2024;2;"08094000";"SC";10
2024;1;"85015210";"SC";61711
2024;4;"84136090";"SC";31035
2024;4;"90328984";"SC";250
2024;5;"49111090";"SC";4
2024;1;"84833090";"SC";4714
2024;4;"85169000";"SC";29346
2024;5;"61091000";"SC";99
2024;4;"40169990";"SC";16
2024;4;"04069030";"SC";100
2024;5;"44123900";"SC";145070
2024;1;"02071400";"SC";233275
2024;1;"07049000";"SC";332
2024;3;"62023000";"SC";39
2024;5;"74198090";"SC";55
2024;4;"60041032";"SC";33929
2024;5;"08043000";"SC";11
2024;2;"84313900";"SC";4719
2024;5;"90303329";"SC";961
2024;5;"84819010";"SC";17953
2024;5;"28299032";"SC";23575
2024;5;"84198190";"SC";2199
2024;5;"85015210";"SC";14810
2024;5;"85312000";"SC";226
2024;3;"63023100";"SC";4247
2024;3;"44170090";"SC";90303
2024;4;"61059000";"SC";29467
2024;4;"61149090";"SC";144
2024;3;"32041990";"SC";2701
2024;3;"90328911";"SC";25555
2024;2;"84813000";"SC";394
2024;4;"85389090";"SC";3132
2024;2;"44219900";"SC";179
2024;5;"84842000";"SC";561
2024;3;"73262000";"SC";289
2024;3;"85364100";"SC";233133
2024;1;"94054900";"SC";6210
2024;4;"84821090";"SC";1644
2024;4;"85389090";"SC";933
2024;5;"85364900";"SC";46347
2024;3;"28391900";"SC";27626
2024;1;"73239300";"SC";135
2024;4;"69072100";"SC";6376
2024;1;"19053100";"SC";90
2024;3;"07108000";"SC";15
2024;3;"07041000";"SC";91
2024;2;"32082020";"SC";1087
2024;4;"61022000";"SC";40852
2024;3;"84136011";"SC";7717
2024;5;"84821010";"SC";2016
2024;2;"24013000";"SC";4500
2024;5;"39201099";"SC";79525
2024;3;"84679900";"SC";56
2024;4;"61159600";"SC";292
2024;2;"02031100";"SC";315
2024;4;"84129090";"SC";499
2024;2;"90184999";"SC";316
2024;2;"02071400";"SC";1194
2024;2;"85444900";"SC";59
2024;2;"74152100";"SC";33
2024;1;"12119090";"SC";82
2024;5;"48041100";"SC";4451
2024;2;"20079990";"SC";25
2024;4;"84713012";"SC";6700
2024;1;"85372090";"SC";59097
2024;4;"08072000";"SC";1659
2024;4;"84485922";"SC";4824
2024;5;"84832000";"SC";31
2024;1;"19041000";"SC";15
2024;2;"84813000";"SC";1593
2024;3;"20082010";"SC";40
2024;4;"08051000";"SC";19
2024;3;"23099090";"SC";122545
2024;4;"73063000";"SC";131280
2024;1;"83012000";"SC";20
2024;2;"58063200";"SC";729558
2024;3;"84189900";"SC";1982
2024;4;"07041000";"SC";280
2024;3;"84099190";"SC";7536
2024;5;"64052000";"SC";4632
2024;2;"03049900";"SC";203
2024;5;"20029000";"SC";10
2024;2;"28092019";"SC";11400
2024;4;"61032300";"SC";103
2024;4;"94017100";"SC";493
2024;3;"65050031";"SC";17
2024;2;"94036000";"SC";72620
2024;5;"85321000";"SC";33500
2024;2;"07069000";"SC";14
2024;2;"16010000";"SC";8592
2024;4;"04090000";"SC";47
2024;4;"84812090";"SC";120
2024;4;"90291010";"SC";202
2024;3;"85015210";"SC";38267
2024;3;"73182100";"SC";34
2024;5;"62046300";"SC";592
2024;2;"08083000";"SC";80
2024;3;"84143011";"SC";79607
2024;1;"85492900";"SC";29951
2024;4;"33059000";"SC";1357
2024;5;"03046290";"SC";86
2024;5;"90230000";"SC";1737
2024;3;"87089990";"SC";25477
2024;1;"16023230";"SC";2945
2024;4;"61091000";"SC";1002
2024;1;"61112000";"SC";503
2024;3;"02071400";"SC";519604
2024;3;"84212300";"SC";372
2024;3;"85111000";"SC";704
2024;1;"84463040";"SC";1362
2024;5;"90328911";"SC";6134
2024;4;"61034200";"SC";1426
2024;5;"39211900";"SC";990
2024;3;"22090000";"SC";21
2024;5;"85364100";"SC";14
2024;3;"62042200";"SC";4210
2024;1;"64061000";"SC";65
2024;1;"69072200";"SC";26641
2024;4;"29221999";"SC";3180
2024;4;"39199090";"SC";29
2024;2;"85015310";"SC";1075963
2024;4;"84819090";"SC";1560
2024;4;"07101000";"SC";277
2024;2;"85462000";"SC";2832
2024;3;"85015310";"SC";10977
2024;1;"07096000";"SC";8
2024;3;"94049000";"SC";464
2024;1;"85072010";"SC";230
2024;3;"42022220";"SC";3
2024;4;"84099120";"SC";8484
2024;4;"84819090";"SC";175
2024;4;"84818099";"SC";15151
2024;2;"84289090";"SC";347
2024;4;"85182990";"SC";1008
2024;2;"84249090";"SC";580
2024;2;"76169900";"SC";696
2024;3;"61102000";"SC";91
2024;3;"68042211";"SC";13
2024;2;"30064011";"SC";391
2024;4;"87089100";"SC";64
2024;5;"08094000";"SC";17
2024;4;"73182900";"SC";916
2024;5;"85364100";"SC";556
2024;1;"61046300";"SC";130
2024;5;"69072300";"SC";6687
2024;4;"29342010";"SC";3780
2024;3;"85015210";"SC";460334
2024;3;"39233090";"SC";76
2024;3;"85437099";"SC";7665
2024;4;"44111310";"SC";22480
2024;4;"84186940";"SC";188737
2024;4;"07149000";"SC";15
2024;3;"32091010";"SC";38096
2024;4;"23011090";"SC";99534
2024;1;"84669200";"SC";548
2024;3;"61051000";"SC";165
2024;3;"84615010";"SC";478
2024;1;"72027000";"SC";109581
2024;4;"85444200";"SC";6
2024;3;"84818099";"SC";10776
2024;3;"85015190";"SC";154
2024;3;"48043190";"SC";14759
2024;2;"04015029";"SC";77
2024;5;"84798999";"SC";151
2024;4;"62044400";"SC";120
2024;1;"85452000";"SC";5540
2024;4;"32061910";"SC";8
2024;5;"82159910";"SC";937
2024;5;"02032200";"SC";3552
2024;1;"85122011";"SC";139
2024;5;"85015110";"SC";2238
2024;1;"22029900";"SC";121
2024;2;"02109911";"SC";341135
2024;5;"40169300";"SC";1600
2024;1;"02101900";"SC";163
2024;3;"61142000";"SC";11
2024;1;"39222000";"SC";23678
2024;3;"16024900";"SC";20
2024;5;"28092019";"SC";540
2024;3;"16023220";"SC";2509111
2024;3;"19059090";"SC";122
2024;1;"73209000";"SC";42
2024;4;"28182010";"SC";1762
2024;4;"19049000";"SC";16
2024;3;"85166000";"SC";63263
2024;2;"25291000";"SC";2820
2024;2;"70132200";"SC";3859
2024;1;"18063110";"SC";132
2024;4;"38089196";"SC";112828
2024;4;"23099090";"SC";306720
2024;1;"62052000";"SC";93
2024;4;"85352100";"SC";5830
2024;2;"55112000";"SC";67
2024;1;"84136011";"SC";5246
2024;1;"56029000";"SC";146
2024;3;"60064300";"SC";6399
2024;1;"44111399";"SC";2656
2024;4;"23012010";"SC";1347141
2024;4;"20011000";"SC";10
2024;5;"85049040";"SC";2246
2024;4;"69072100";"SC";14303
2024;4;"02064900";"SC";260193
2024;4;"87163900";"SC";845522
2024;5;"33069000";"SC";1504
2024;3;"38119090";"SC";8316
2024;4;"61019090";"SC";53369
2024;1;"61044200";"SC";554
2024;3;"84143099";"SC";348
2024;4;"85437099";"SC";12930
2024;5;"84243090";"SC";62622
2024;5;"61169300";"SC";628
2024;5;"84381000";"SC";169
2024;2;"84185010";"SC";237185
2024;2;"07070000";"SC";54
2024;2;"85011030";"SC";2142
2024;4;"85354090";"SC";82
2024;1;"39199090";"SC";2580
2024;3;"84669200";"SC";4363
2024;2;"10062010";"SC";89
2024;4;"96151100";"SC";436
2024;2;"11081300";"SC";31
2024;3;"35052000";"SC";2550
2024;2;"38151900";"SC";43
2024;3;"61103000";"SC";13
2024;4;"75052290";"SC";464
2024;4;"62082100";"SC";12
2024;4;"85479000";"SC";2294
2024;4;"85364100";"SC";253
2024;3;"83024200";"SC";12
2024;2;"64029190";"SC";70
2024;3;"33049910";"SC";21
2024;5;"85014011";"SC";240
2024;2;"94016900";"SC";32071
2024;3;"87085099";"SC";23900
2024;2;"40159000";"SC";5661
2024;3;"85372090";"SC";10547
2024;4;"48211000";"SC";1799
2024;2;"02023000";"SC";421
2024;4;"87141000";"SC";1074
2024;5;"39235000";"SC";691
2024;5;"38249979";"SC";11617
2024;3;"28429000";"SC";931
2024;4;"62112000";"SC";375
2024;2;"90275090";"SC";3825
2024;4;"90275090";"SC";3000
2024;5;"09041200";"SC";11
2024;5;"73239300";"SC";74
2024;5;"03034300";"SC";37
2024;3;"85372090";"SC";78111
2024;2;"87082919";"SC";7502
2024;1;"02023000";"SC";2013
2024;4;"76101000";"SC";1690
2024;3;"32089021";"SC";700
2024;2;"90328989";"SC";638
2024;5;"84099915";"SC";41126
2024;3;"39079999";"SC";54123
2024;4;"85364100";"SC";780
2024;4;"94038900";"SC";12304
2024;5;"44111210";"SC";4615
2024;2;"85372090";"SC";97486
2024;2;"60062100";"SC";4411
2024;1;"44182900";"SC";33366
2024;2;"61178090";"SC";136
2024;2;"90329010";"SC";22
2024;4;"84798999";"SC";500
2024;1;"85049040";"SC";190
2024;2;"96071100";"SC";650
2024;3;"90251990";"SC";3149
2024;3;"62046900";"SC";883
2024;1;"85044050";"SC";50010
2024;3;"84368000";"SC";240600
2024;1;"73151900";"SC";29
2024;5;"61083900";"SC";1905
2024;5;"19041000";"SC";59796
2024;5;"39173229";"SC";984
2024;3;"84212300";"SC";10565
2024;2;"39172300";"SC";7932
2024;1;"69022010";"SC";20295
2024;4;"69073000";"SC";776
2024;2;"85015110";"SC";60248
2024;5;"85371090";"SC";125
2024;3;"21039091";"SC";141
2024;5;"02032900";"SC";460215
2024;3;"02099000";"SC";18495
2024;4;"44071100";"SC";103995
2024;3;"38237090";"SC";420
2024;3;"69072300";"SC";6951
2024;3;"61012000";"SC";462
2024;5;"94016100";"SC";30189
2024;3;"61046300";"SC";302
2024;4;"90329099";"SC";117882
2024;4;"08061000";"SC";96
2024;2;"20031000";"SC";44
2024;5;"84743100";"SC";23776
2024;4;"62043900";"SC";283
2024;1;"04015021";"SC";4
2024;4;"17019900";"SC";6721
2024;1;"76169900";"SC";78
2024;4;"84136090";"SC";308
2024;3;"65050011";"SC";17
2024;2;"28220090";"SC";314737
2024;4;"62046200";"SC";67
2024;4;"84283910";"SC";76517
2024;5;"85361000";"SC";171
2024;1;"21039091";"SC";143
2024;3;"48043110";"SC";115138
2024;1;"61061000";"SC";5372
2024;4;"32151100";"SC";3953
2024;1;"84313900";"SC";2672
2024;4;"90329099";"SC";24
2024;3;"73181600";"SC";376
2024;2;"84224090";"SC";245940
2024;1;"85362000";"SC";9167
2024;4;"44101129";"SC";62556
2024;1;"82159910";"SC";698
2024;4;"84835010";"SC";141
2024;4;"30064011";"SC";46128
2024;4;"84213990";"SC";84450
2024;2;"84229090";"SC";1721
2024;4;"61042990";"SC";30
2024;4;"84836090";"SC";4178
2024;5;"62044400";"SC";106
2024;5;"82119320";"SC";181
2024;2;"84624900";"SC";6900
2024;5;"49119900";"SC";27
2024;5;"85015110";"SC";1302
2024;4;"38140090";"SC";23
2024;2;"85015310";"SC";37548
2024;2;"69072100";"SC";93214
2024;3;"87085099";"SC";904
2024;2;"95042000";"SC";8108
2024;5;"58062000";"SC";2807
2024;5;"84212100";"SC";12
2024;1;"85364900";"SC";1608
2024;3;"07041000";"SC";120
2024;5;"62053000";"SC";342
2024;4;"07019000";"SC";2550
2024;4;"94034000";"SC";21623
2024;4;"94036000";"SC";1326
2024;4;"19021900";"SC";66
2024;5;"62046300";"SC";23282
2024;4;"48062000";"SC";6062
2024;5;"07070000";"SC";28
2024;2;"39100012";"SC";560
2024;4;"44123900";"SC";21165
2024;1;"39269090";"SC";1310
2024;1;"20031000";"SC";92
2024;2;"87083090";"SC";34761
2024;3;"84386000";"SC";16751
2024;3;"48102290";"SC";6350
2024;1;"84821010";"SC";180
2024;2;"90184999";"SC";6236
2024;3;"18069000";"SC";69
2024;1;"07070000";"SC";31
2024;1;"33049990";"SC";126
2024;4;"62032300";"SC";388
2024;1;"20089900";"SC";33587
2024;5;"48193000";"SC";132478
2024;2;"21032010";"SC";696
2024;2;"08045010";"SC";16
2024;4;"85372090";"SC";49197
2024;5;"85043119";"SC";1092
2024;5;"28092019";"SC";244
2024;4;"84842000";"SC";712
2024;2;"84143011";"SC";99703
2024;1;"35079029";"SC";32062
2024;4;"07134090";"SC";296
2024;3;"09041100";"SC";18
2024;4;"64039190";"SC";27216
2024;3;"20089300";"SC";71
2024;2;"23099090";"SC";215304
2024;2;"96032900";"SC";302
2024;4;"44123900";"SC";34124
2024;1;"94018000";"SC";548
2024;1;"03038200";"SC";48282
2024;5;"94018000";"SC";97
2024;5;"04029900";"SC";61
2024;1;"08051000";"SC";34
2024;3;"84099999";"SC";10942
2024;1;"16023230";"SC";47449
2024;2;"85318000";"SC";890
2024;4;"22042100";"SC";25
2024;1;"58071000";"SC";5937
2024;4;"03034100";"SC";141
2024;4;"03038200";"SC";46034
2024;4;"82032090";"SC";386
2024;5;"40169300";"SC";123
2024;3;"84099912";"SC";4075564
2024;4;"40093100";"SC";99
2024;2;"94016100";"SC";20750
2024;4;"08039000";"SC";86
2024;1;"73181600";"SC";32
2024;4;"85365090";"SC";13
2024;4;"90178010";"SC";21
2024;1;"85163100";"SC";2116
2024;3;"84212100";"SC";6540
2024;3;"85015310";"SC";35336
2024;4;"07133319";"SC";14
2024;3;"94036000";"SC";32505
2024;4;"35079049";"SC";7660
2024;3;"39100019";"SC";295200
2024;5;"85176239";"SC";6275
2024;1;"07089000";"SC";64
2024;5;"82081000";"SC";3500
2024;5;"34054000";"SC";2685
2024;3;"84151011";"SC";1903
2024;4;"48041100";"SC";9267
2024;1;"29181400";"SC";4200
2024;1;"85389010";"SC";100
2024;5;"61103000";"SC";113
2024;1;"44123900";"SC";92346
2024;3;"76082090";"SC";3132
2024;1;"84823000";"SC";124
2024;2;"02032900";"SC";49432
2024;4;"84339090";"SC";11261
2024;4;"85044050";"SC";23811
2024;4;"83024200";"SC";0
2024;4;"30049096";"SC";2714
2024;3;"61045200";"SC";34
2024;3;"02064900";"SC";22024
2024;2;"84733042";"SC";527
2024;2;"85444200";"SC";16530
2024;2;"05119999";"SC";255060
2024;2;"84835010";"SC";200
2024;5;"84143011";"SC";270697
2024;1;"84818099";"SC";18290
2024;1;"85015210";"SC";38675
2024;2;"65070000";"SC";20
2024;3;"84362900";"SC";168699
2024;3;"21039011";"SC";33
2024;5;"85049040";"SC";2165
2024;4;"73269090";"SC";628
2024;2;"08039000";"SC";138
2024;3;"15200010";"SC";162216
2024;4;"90184999";"SC";6513
2024;5;"85444200";"SC";343
2024;3;"84834090";"SC";95294
2024;4;"39232190";"SC";40
2024;1;"64039190";"SC";800
2024;4;"08071100";"SC";126
2024;2;"85364900";"SC";731
2024;5;"84433236";"SC";40947
2024;4;"05119999";"SC";19706
2024;5;"38249931";"SC";32
2024;4;"85444200";"SC";776
2024;5;"62171000";"SC";14
2024;2;"84099999";"SC";1669
2024;4;"85044030";"SC";286
2024;3;"55112000";"SC";3770
2024;1;"44071100";"SC";111473
2024;5;"62043300";"SC";806
2024;4;"44123900";"SC";77373
2024;5;"84149039";"SC";187
2024;3;"33051000";"SC";96
2024;3;"85142011";"SC";7834
2024;3;"22030000";"SC";117
2024;2;"84719019";"SC";1998
2024;5;"94036000";"SC";1354
